floor_regime,regime,concentration,contention,policy,n_seeds,completion_mean,tasks_per_run_mean,diff_vs_equal,diff_vs_equal_tasks,diff_vs_equal_ci_lo,diff_vs_equal_ci_hi,diff_vs_drf,diff_vs_drf_tasks,frac_zero_completion,frac_worse_than_equal,agent_completion_min,agent_completion_p5,frac_alloc_cells_at_lower,frac_agents_any_used_at_lower,alloc_distance_from_equal,capacity_utilization,capacity_violation,bound_violation,infeasible_runs,floor_fraction_mean
proportional_0.50,iid_uniform,,moderate,equal,30,0.7284722222222222,34.96666666666667,0.0,0.0,0.0,0.0,-0.021527777777777778,-1.0333333333333332,0.0,0.0,0.375,0.6187500000000001,0.0,0.0,0.0,0.9425217950508674,0,0,0,0.49932195873051577
proportional_0.50,iid_uniform,,moderate,drf,30,0.7499999999999998,35.999999999999986,0.021527777777777778,1.0333333333333332,0.007638888888888906,0.03680555555555555,0.0,0.0,0.0,0.17777777777777778,0.375,0.5,0.0,0.0,0.10428880948139813,0.9357585650599981,0,0,0,0.49932195873051577
proportional_0.50,iid_uniform,,moderate,joint_linear,30,0.46736111111111117,22.433333333333337,-0.26111111111111107,-12.533333333333331,-0.27916666666666673,-0.2430381944444445,-0.2826388888888889,-13.566666666666666,0.0,0.9333333333333333,0.25,0.25,0.4166666666666667,0.9388888888888889,0.474329039773978,0.5075317368514881,0,0,0,0.49932195873051577
proportional_0.75,iid_uniform,,high,equal,30,0.513888888888889,24.66666666666667,0.0,0.0,0.0,0.0,-0.00972222222222222,-0.46666666666666656,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.909284219909149,0,0,0,0.7476664228815907
proportional_0.75,iid_uniform,,high,drf,30,0.523611111111111,25.13333333333333,0.00972222222222222,0.46666666666666656,-0.002777777777777781,0.021527777777777774,0.0,0.0,0.0,0.16111111111111112,0.25,0.375,0.0875,0.09999999999999999,0.11921942200131869,0.9088921183076167,0,0,0,0.7476664228815907
proportional_0.75,iid_uniform,,high,joint_linear,30,0.43055555555555564,20.66666666666667,-0.08333333333333333,-4.0,-0.10210069444444445,-0.06388888888888891,-0.09305555555555557,-4.466666666666668,0.0,0.6055555555555555,0.125,0.25,0.6194444444444445,1.0,0.3035990943686206,0.6882987669934303,0,0,0,0.7476664228815907
proportional_0.75,iid_uniform,,moderate,equal,30,0.7298611111111112,35.03333333333334,0.0,0.0,0.0,0.0,-0.020138888888888894,-0.9666666666666669,0.0,0.0,0.375,0.625,0.0,0.0,0.0,0.941204654551718,0,0,0,0.7488014207989282
proportional_0.75,iid_uniform,,moderate,drf,30,0.7499999999999998,35.999999999999986,0.020138888888888894,0.9666666666666669,0.00833333333333334,0.03125000000000001,0.0,0.0,0.0,0.18333333333333332,0.375,0.5,0.08472222222222223,0.09444444444444441,0.11263870493097704,0.9346007378722487,0,0,0,0.7488014207989282
proportional_0.75,iid_uniform,,moderate,joint_linear,30,0.6020833333333332,28.89999999999999,-0.12777777777777777,-6.133333333333333,-0.14375,-0.11319444444444443,-0.14791666666666664,-7.099999999999999,0.0,0.6722222222222223,0.375,0.375,0.5555555555555556,0.9944444444444446,0.28869781876522477,0.7166345199390789,0,0,0,0.7488014207989282
unit,iid_uniform,,high,equal,30,0.5111111111111112,24.53333333333334,0.0,0.0,0.0,0.0,-0.011111111111111105,-0.533333333333333,0.0,0.0,0.25,0.36875000000000013,0.0,0.0,0.0,0.9078381552555627,0,0,0,0.029445356063059668
unit,iid_uniform,,high,drf,30,0.5222222222222223,25.06666666666667,0.011111111111111105,0.533333333333333,-0.0013888888888888933,0.02499999999999999,0.0,0.0,0.0,0.17777777777777778,0.25,0.375,0.0,0.0,0.11060204859611353,0.9062742111131087,0,0,0,0.029445356063059668
unit,iid_uniform,,high,joint_linear,30,0.038194444444444434,1.8333333333333328,-0.4729166666666667,-22.700000000000003,-0.4902777777777777,-0.45555555555555555,-0.4840277777777777,-23.23333333333333,0.8055555555555556,0.9777777777777777,0.0,0.0,0.47638888888888886,0.9777777777777777,0.9452745385112685,0.04632917862298737,0,0,0,0.029445356063059668
unit,iid_uniform,,moderate,equal,30,0.71875,34.5,0.0,0.0,0.0,0.0,-0.031249999999999997,-1.4999999999999998,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.9268933866298134,0,0,0,0.02014118428583127
unit,iid_uniform,,moderate,drf,30,0.7499999999999998,35.999999999999986,0.031249999999999997,1.4999999999999998,0.012500000000000015,0.049305555555555554,0.0,0.0,0.0,0.14444444444444443,0.375,0.5,0.0,0.0,0.10431450671003607,0.9357585650599981,0,0,0,0.02014118428583127
unit,iid_uniform,,moderate,joint_linear,30,0.10972222222222223,5.2666666666666675,-0.6090277777777777,-29.23333333333333,-0.6319444444444444,-0.5833333333333334,-0.6402777777777777,-30.73333333333333,0.4222222222222222,1.0,0.0,0.0,0.2722222222222222,0.8055555555555556,0.7424698676522017,0.0938974195923113,0,0,0,0.02014118428583127
zero,iid_uniform,,high,equal,30,0.5111111111111112,24.53333333333334,0.0,0.0,0.0,0.0,-0.011111111111111105,-0.533333333333333,0.0,0.0,0.25,0.36875000000000013,0.0,0.0,0.0,0.9078381552555627,0,0,0,0.0
zero,iid_uniform,,high,drf,30,0.5222222222222223,25.06666666666667,0.011111111111111105,0.533333333333333,-0.0013888888888888896,0.02499999999999999,0.0,0.0,0.0,0.17777777777777778,0.25,0.375,0.0,0.0,0.11060204859611353,0.9062742111131087,0,0,0,0.0
zero,iid_uniform,,high,joint_linear,30,0.02083333333333333,0.9999999999999998,-0.49027777777777776,-23.53333333333333,-0.5090451388888888,-0.4708333333333333,-0.5013888888888888,-24.066666666666663,0.9388888888888889,0.9777777777777777,0.0,0.0,0.46111111111111114,0.9666666666666667,0.9633238349158355,0.027321784787917563,0,0,0,0.0
zero,iid_uniform,,moderate,equal,30,0.71875,34.5,0.0,0.0,0.0,0.0,-0.031249999999999997,-1.4999999999999998,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.9268933866298134,0,0,0,0.0
zero,iid_uniform,,moderate,drf,30,0.7499999999999998,35.999999999999986,0.031249999999999997,1.4999999999999998,0.012499999999999989,0.04930555555555556,0.0,0.0,0.0,0.14444444444444443,0.375,0.5,0.0,0.0,0.10431450671003607,0.9357585650599981,0,0,0,0.0
zero,iid_uniform,,moderate,joint_linear,30,0.06388888888888888,3.0666666666666664,-0.6548611111111111,-31.433333333333334,-0.6805555555555555,-0.6291666666666667,-0.686111111111111,-32.93333333333333,0.8055555555555556,1.0,0.0,0.0,0.26805555555555555,0.8055555555555556,0.7454544704674197,0.06002166969598584,0,0,0,0.0
