sweep,cell,regime,concentration,floor_regime,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,agent,archetype,priority,completion,zero_completion,mandatory_failures,quality,backend_calls,blocked_calls,allocated,charged,min_bound,upper_bound,any_used_at_lower_bound,all_used_above_lower_bound,alloc_distance_from_equal,completion_minus_equal,latent_probs
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,3703943727,joint_leontief,LEONTIEF,a96c322dfefd7c16,d535b4b850464d60,a2,code_review+doc_processing+monitoring+research,1.0,0.875,False,1,0.603125,15,5,"{""COMPUTE"": 105, ""MEMORY"": 90, ""DATASET"": 28, ""API_CREDITS"": 46}","{""COMPUTE"": 100, ""MEMORY"": 85, ""DATASET"": 24, ""API_CREDITS"": 43}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 194, ""MEMORY"": 162, ""API_CREDITS"": 92, ""DATASET"": 32}",False,True,0.040740740740740744,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,3703943727,joint_leontief,LEONTIEF,a96c322dfefd7c16,d535b4b850464d60,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.5375,13,7,"{""COMPUTE"": 108, ""MEMORY"": 90, ""DATASET"": 21, ""API_CREDITS"": 50}","{""COMPUTE"": 106, ""MEMORY"": 86, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 218, ""MEMORY"": 179, ""API_CREDITS"": 110, ""DATASET"": 24}",False,True,0.018518518518518517,-0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,3703943727,joint_leontief,LEONTIEF,a96c322dfefd7c16,d535b4b850464d60,a4,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.4625,11,7,"{""COMPUTE"": 109, ""MEMORY"": 89, ""DATASET"": 19, ""API_CREDITS"": 49}","{""COMPUTE"": 98, ""MEMORY"": 77, ""DATASET"": 8, ""API_CREDITS"": 49}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",False,True,0.026022304832713755,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,3703943727,joint_leontief,LEONTIEF,a96c322dfefd7c16,d535b4b850464d60,a5,code_review+doc_processing+monitoring,1.0,0.75,False,2,0.5375,14,8,"{""COMPUTE"": 113, ""MEMORY"": 86, ""DATASET"": 7, ""API_CREDITS"": 52}","{""COMPUTE"": 108, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 52}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 181, ""API_CREDITS"": 114, ""DATASET"": 8}",False,True,0.05138339920948617,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,equal,none,982c8f0162901a6c,d4757594377c07e5,a0,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.565625,14,4,"{""COMPUTE"": 118, ""MEMORY"": 101, ""DATASET"": 31, ""API_CREDITS"": 53}","{""COMPUTE"": 112, ""MEMORY"": 95, ""DATASET"": 24, ""API_CREDITS"": 53}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 147, ""API_CREDITS"": 78, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,equal,none,982c8f0162901a6c,d4757594377c07e5,a1,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.45625,12,5,"{""COMPUTE"": 118, ""MEMORY"": 100, ""DATASET"": 24, ""API_CREDITS"": 53}","{""COMPUTE"": 108, ""MEMORY"": 91, ""DATASET"": 24, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 252, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 24}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,equal,none,982c8f0162901a6c,d4757594377c07e5,a2,doc_processing+monitoring+research,1.0,0.75,False,2,0.5625,17,1,"{""COMPUTE"": 118, ""MEMORY"": 100, ""DATASET"": 31, ""API_CREDITS"": 53}","{""COMPUTE"": 110, ""MEMORY"": 91, ""DATASET"": 24, ""API_CREDITS"": 43}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 143, ""API_CREDITS"": 70, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,equal,none,982c8f0162901a6c,d4757594377c07e5,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.565625,14,4,"{""COMPUTE"": 118, ""MEMORY"": 100, ""DATASET"": 31, ""API_CREDITS"": 53}","{""COMPUTE"": 112, ""MEMORY"": 95, ""DATASET"": 24, ""API_CREDITS"": 53}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 238, ""MEMORY"": 199, ""API_CREDITS"": 118, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,equal,none,982c8f0162901a6c,d4757594377c07e5,a4,doc_processing+monitoring+research,1.0,0.5,False,4,0.4,12,2,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 31, ""API_CREDITS"": 52}","{""COMPUTE"": 108, ""MEMORY"": 91, ""DATASET"": 24, ""API_CREDITS"": 50}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 214, ""MEMORY"": 180, ""API_CREDITS"": 96, ""DATASET"": 48}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,equal,none,982c8f0162901a6c,d4757594377c07e5,a5,code_review+monitoring+research,1.0,0.625,False,3,0.478125,11,5,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 30, ""API_CREDITS"": 52}","{""COMPUTE"": 106, ""MEMORY"": 91, ""DATASET"": 24, ""API_CREDITS"": 52}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 272, ""MEMORY"": 227, ""API_CREDITS"": 142, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,drf,none,982c8f0162901a6c,d4757594377c07e5,a0,code_review+doc_processing+monitoring+research,1.0,0.875,False,1,0.590625,14,4,"{""COMPUTE"": 91, ""MEMORY"": 82, ""DATASET"": 34, ""API_CREDITS"": 36}","{""COMPUTE"": 86, ""MEMORY"": 78, ""DATASET"": 32, ""API_CREDITS"": 34}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 147, ""API_CREDITS"": 78, ""DATASET"": 40}",False,True,0.21782178217821782,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,drf,none,982c8f0162901a6c,d4757594377c07e5,a1,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.46875,13,6,"{""COMPUTE"": 128, ""MEMORY"": 103, ""DATASET"": 18, ""API_CREDITS"": 60}","{""COMPUTE"": 122, ""MEMORY"": 98, ""DATASET"": 16, ""API_CREDITS"": 60}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 252, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 24}",False,True,0.08813559322033898,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,drf,none,982c8f0162901a6c,d4757594377c07e5,a2,doc_processing+monitoring+research,1.0,0.875,False,1,0.6,18,2,"{""COMPUTE"": 111, ""MEMORY"": 95, ""DATASET"": 34, ""API_CREDITS"": 43}","{""COMPUTE"": 108, ""MEMORY"": 92, ""DATASET"": 32, ""API_CREDITS"": 39}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 143, ""API_CREDITS"": 70, ""DATASET"": 40}",False,True,0.08278145695364239,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,drf,none,982c8f0162901a6c,d4757594377c07e5,a3,code_review+doc_processing+monitoring+research,1.0,0.875,False,1,0.6249999999999999,15,7,"{""COMPUTE"": 127, ""MEMORY"": 109, ""DATASET"": 32, ""API_CREDITS"": 60}","{""COMPUTE"": 126, ""MEMORY"": 108, ""DATASET"": 32, ""API_CREDITS"": 58}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 238, ""MEMORY"": 199, ""API_CREDITS"": 118, ""DATASET"": 40}",False,True,0.08609271523178808,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,drf,none,982c8f0162901a6c,d4757594377c07e5,a4,doc_processing+monitoring+research,1.0,0.625,False,3,0.47500000000000003,14,2,"{""COMPUTE"": 119, ""MEMORY"": 102, ""DATASET"": 33, ""API_CREDITS"": 52}","{""COMPUTE"": 116, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 214, ""MEMORY"": 180, ""API_CREDITS"": 96, ""DATASET"": 48}",False,True,0.02,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,drf,none,982c8f0162901a6c,d4757594377c07e5,a5,code_review+monitoring+research,1.0,0.75,False,2,0.571875,12,7,"{""COMPUTE"": 120, ""MEMORY"": 102, ""DATASET"": 27, ""API_CREDITS"": 59}","{""COMPUTE"": 116, ""MEMORY"": 99, ""DATASET"": 24, ""API_CREDITS"": 58}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 272, ""MEMORY"": 227, ""API_CREDITS"": 142, ""DATASET"": 40}",False,True,0.05016722408026756,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,decomposed_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a0,code_review+doc_processing+monitoring+research,1.0,1.0,False,0,0.6749999999999999,16,6,"{""COMPUTE"": 113, ""MEMORY"": 101, ""DATASET"": 40, ""API_CREDITS"": 46}","{""COMPUTE"": 108, ""MEMORY"": 97, ""DATASET"": 40, ""API_CREDITS"": 43}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 147, ""API_CREDITS"": 78, ""DATASET"": 40}",False,True,0.06930693069306931,0.25,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,decomposed_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a1,code_review+doc_processing+monitoring+research,1.0,0.5,False,4,0.4,13,3,"{""COMPUTE"": 125, ""MEMORY"": 100, ""DATASET"": 17, ""API_CREDITS"": 59}","{""COMPUTE"": 120, ""MEMORY"": 96, ""DATASET"": 16, ""API_CREDITS"": 58}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 252, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 24}",False,True,0.06779661016949153,-0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,decomposed_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a2,doc_processing+monitoring+research,1.0,0.875,False,1,0.6375000000000001,19,1,"{""COMPUTE"": 118, ""MEMORY"": 101, ""DATASET"": 35, ""API_CREDITS"": 46}","{""COMPUTE"": 118, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 44}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 143, ""API_CREDITS"": 70, ""DATASET"": 40}",False,True,0.039735099337748346,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,decomposed_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.55625,14,4,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 28, ""API_CREDITS"": 55}","{""COMPUTE"": 114, ""MEMORY"": 97, ""DATASET"": 24, ""API_CREDITS"": 54}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 238, ""MEMORY"": 199, ""API_CREDITS"": 118, ""DATASET"": 40}",False,True,0.019867549668874173,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,decomposed_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a4,doc_processing+monitoring+research,1.0,0.625,False,3,0.47500000000000003,14,2,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 51}","{""COMPUTE"": 116, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 214, ""MEMORY"": 180, ""API_CREDITS"": 96, ""DATASET"": 48}",False,True,0.006666666666666667,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,decomposed_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a5,code_review+monitoring+research,1.0,0.75,False,2,0.571875,12,7,"{""COMPUTE"": 116, ""MEMORY"": 99, ""DATASET"": 26, ""API_CREDITS"": 59}","{""COMPUTE"": 116, ""MEMORY"": 99, ""DATASET"": 24, ""API_CREDITS"": 58}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 272, ""MEMORY"": 227, ""API_CREDITS"": 142, ""DATASET"": 40}",False,True,0.043478260869565216,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_linear,LINEAR,982c8f0162901a6c,d4757594377c07e5,a0,code_review+doc_processing+monitoring+research,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 92, ""MEMORY"": 147, ""DATASET"": 40, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 147, ""API_CREDITS"": 78, ""DATASET"": 40}",True,False,0.4389438943894389,-0.625,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_linear,LINEAR,982c8f0162901a6c,d4757594377c07e5,a1,code_review+doc_processing+monitoring+research,1.0,0.0,True,8,0.0,0,0,"{""COMPUTE"": 213, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 53}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 252, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 24}",True,False,0.735593220338983,-0.625,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_linear,LINEAR,982c8f0162901a6c,d4757594377c07e5,a2,doc_processing+monitoring+research,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 170, ""MEMORY"": 66, ""DATASET"": 40, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 143, ""API_CREDITS"": 70, ""DATASET"": 40}",True,False,0.4867549668874172,-0.625,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_linear,LINEAR,982c8f0162901a6c,d4757594377c07e5,a3,code_review+doc_processing+monitoring+research,1.0,0.125,False,7,0.09375,1,2,"{""COMPUTE"": 160, ""MEMORY"": 15, ""DATASET"": 40, ""API_CREDITS"": 118}","{""COMPUTE"": 10, ""MEMORY"": 8, ""DATASET"": 0, ""API_CREDITS"": 6}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 238, ""MEMORY"": 199, ""API_CREDITS"": 118, ""DATASET"": 40}",False,True,0.6655629139072847,-0.625,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_linear,LINEAR,982c8f0162901a6c,d4757594377c07e5,a4,doc_processing+monitoring+research,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 70, ""MEMORY"": 180, ""DATASET"": 48, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 214, ""MEMORY"": 180, ""API_CREDITS"": 96, ""DATASET"": 48}",True,False,0.65,-0.375,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_linear,LINEAR,982c8f0162901a6c,d4757594377c07e5,a5,code_review+monitoring+research,1.0,0.0,True,8,0.0,0,0,"{""COMPUTE"": 1, ""MEMORY"": 192, ""DATASET"": 9, ""API_CREDITS"": 142}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 272, ""MEMORY"": 227, ""API_CREDITS"": 142, ""DATASET"": 40}",True,False,1.0668896321070234,-0.625,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a0,code_review+doc_processing+monitoring+research,1.0,1.0,False,0,0.6749999999999999,16,6,"{""COMPUTE"": 113, ""MEMORY"": 101, ""DATASET"": 40, ""API_CREDITS"": 46}","{""COMPUTE"": 108, ""MEMORY"": 97, ""DATASET"": 40, ""API_CREDITS"": 43}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 147, ""API_CREDITS"": 78, ""DATASET"": 40}",False,True,0.06930693069306931,0.25,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a1,code_review+doc_processing+monitoring+research,1.0,0.5,False,4,0.4,13,3,"{""COMPUTE"": 125, ""MEMORY"": 100, ""DATASET"": 17, ""API_CREDITS"": 59}","{""COMPUTE"": 120, ""MEMORY"": 96, ""DATASET"": 16, ""API_CREDITS"": 58}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 252, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 24}",False,True,0.06779661016949153,-0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a2,doc_processing+monitoring+research,1.0,0.875,False,1,0.6375000000000001,19,1,"{""COMPUTE"": 118, ""MEMORY"": 101, ""DATASET"": 35, ""API_CREDITS"": 46}","{""COMPUTE"": 118, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 44}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 143, ""API_CREDITS"": 70, ""DATASET"": 40}",False,True,0.039735099337748346,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.55625,14,4,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 28, ""API_CREDITS"": 55}","{""COMPUTE"": 114, ""MEMORY"": 97, ""DATASET"": 24, ""API_CREDITS"": 54}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 238, ""MEMORY"": 199, ""API_CREDITS"": 118, ""DATASET"": 40}",False,True,0.019867549668874173,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a4,doc_processing+monitoring+research,1.0,0.625,False,3,0.47500000000000003,14,2,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 51}","{""COMPUTE"": 116, ""MEMORY"": 100, ""DATASET"": 32, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 214, ""MEMORY"": 180, ""API_CREDITS"": 96, ""DATASET"": 48}",False,True,0.006666666666666667,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_cobb_douglas,COBB_DOUGLAS,982c8f0162901a6c,d4757594377c07e5,a5,code_review+monitoring+research,1.0,0.75,False,2,0.571875,12,7,"{""COMPUTE"": 116, ""MEMORY"": 99, ""DATASET"": 26, ""API_CREDITS"": 59}","{""COMPUTE"": 116, ""MEMORY"": 99, ""DATASET"": 24, ""API_CREDITS"": 58}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 272, ""MEMORY"": 227, ""API_CREDITS"": 142, ""DATASET"": 40}",False,True,0.043478260869565216,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_ces,CES,982c8f0162901a6c,d4757594377c07e5,a0,code_review+doc_processing+monitoring+research,1.0,0.875,False,1,0.60625,15,3,"{""COMPUTE"": 112, ""MEMORY"": 106, ""DATASET"": 40, ""API_CREDITS"": 40}","{""COMPUTE"": 96, ""MEMORY"": 86, ""DATASET"": 32, ""API_CREDITS"": 39}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 147, ""API_CREDITS"": 78, ""DATASET"": 40}",False,True,0.10891089108910891,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_ces,CES,982c8f0162901a6c,d4757594377c07e5,a1,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.48124999999999996,14,5,"{""COMPUTE"": 127, ""MEMORY"": 95, ""DATASET"": 10, ""API_CREDITS"": 63}","{""COMPUTE"": 118, ""MEMORY"": 91, ""DATASET"": 8, ""API_CREDITS"": 57}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 252, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 24}",False,True,0.1288135593220339,0.0,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_ces,CES,982c8f0162901a6c,d4757594377c07e5,a2,doc_processing+monitoring+research,1.0,0.875,False,1,0.6,18,2,"{""COMPUTE"": 119, ""MEMORY"": 102, ""DATASET"": 40, ""API_CREDITS"": 40}","{""COMPUTE"": 108, ""MEMORY"": 92, ""DATASET"": 32, ""API_CREDITS"": 39}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 170, ""MEMORY"": 143, ""API_CREDITS"": 70, ""DATASET"": 40}",False,True,0.08278145695364239,0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_ces,CES,982c8f0162901a6c,d4757594377c07e5,a3,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.475,11,7,"{""COMPUTE"": 116, ""MEMORY"": 100, ""DATASET"": 28, ""API_CREDITS"": 58}","{""COMPUTE"": 110, ""MEMORY"": 90, ""DATASET"": 16, ""API_CREDITS"": 56}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 238, ""MEMORY"": 199, ""API_CREDITS"": 118, ""DATASET"": 40}",False,True,0.033112582781456956,-0.125,"[0.25, 0.25, 0.25, 0.25]"
workload,iid_uniform__moderate,iid_uniform,,unit,moderate,1321997983,joint_ces,CES,982c8f0162901a6c,d4757594377c07e5,a4,doc_processing+monitoring+research,1.0,0.625,False,3,0.46249999999999997,14,2,"{""COMPUTE"": 117, ""MEMORY"": 100, ""DATASET"": 36, ""API_CREDITS"": 50}","{""COMPUTE"": 114, ""MEMORY"": 98, ""DATASET"": 32, ""API_CREDITS"": 50}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 214, ""MEMORY"": 180, ""API_CREDITS"": 96, ""DATASET"": 48}",False,True,0.023333333333333334,0.125,"[0.25, 0.25, 0.25, 0.25]"
