cell,regime,kind,concentration,floor_regime,contention,contention_ratio,seed,task_workload_hash,scenario_hash,latent_probs_by_agent,realized_task_counts_by_agent,unique_archetypes_per_agent,frac_agents_all_four_archetypes,task_entropy_mean,task_mixture_tv_mean_pairwise,resource_demand_tv_mean_pairwise,resource_centroid_distance_mean,aggregate_mandatory_demand,capacity_by_resource,realized_contention_by_resource,active_resource_count,inactive_resources,floor_fraction_by_resource,declaration_source,redraws,reject_reason
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,3617106314,d55d798fa110d601,35617a2eac8e4969,"[[0.38207548836850286, 0.1713926652074691, 0.33226090568988176, 0.11427094073414612], [0.8096246950213787, 0.16217094368355958, 0.019380121470365306, 0.008824239824696453], [0.006945849474892394, 0.005874527039322905, 0.9515904518213182, 0.03558917166446645], [0.015741728595974714, 0.0017511019901235777, 0.3818444690199405, 0.6006627003939611], [0.5191333437021743, 0.002769501170327044, 0.4713855726763362, 0.006711582451162626], [0.005891950861916397, 0.6953672816158781, 0.008527043022886987, 0.2902137244993185]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 4, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 5}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 7, ""doc_processing"": 0, ""monitoring"": 1}]","[3, 2, 1, 2, 2, 2]",0.0,0.3997327822349967,0.7166666666666667,0.0610173991100366,0.03737639264272575,"{""COMPUTE"": 972, ""MEMORY"": 791, ""API_CREDITS"": 465, ""DATASET"": 152}","{""COMPUTE"": 748, ""MEMORY"": 608, ""API_CREDITS"": 358, ""DATASET"": 117}","{""COMPUTE"": 1.2994652406417113, ""MEMORY"": 1.300986842105263, ""API_CREDITS"": 1.2988826815642458, ""DATASET"": 1.2991452991452992}",4,[],"{""COMPUTE"": 0.008021390374331552, ""MEMORY"": 0.009868421052631578, ""API_CREDITS"": 0.01675977653631285, ""DATASET"": 0.042735042735042736}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,3617106314,d55d798fa110d601,682216770a386f29,"[[0.38207548836850286, 0.1713926652074691, 0.33226090568988176, 0.11427094073414612], [0.8096246950213787, 0.16217094368355958, 0.019380121470365306, 0.008824239824696453], [0.006945849474892394, 0.005874527039322905, 0.9515904518213182, 0.03558917166446645], [0.015741728595974714, 0.0017511019901235777, 0.3818444690199405, 0.6006627003939611], [0.5191333437021743, 0.002769501170327044, 0.4713855726763362, 0.006711582451162626], [0.005891950861916397, 0.6953672816158781, 0.008527043022886987, 0.2902137244993185]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 4, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 5}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 7, ""doc_processing"": 0, ""monitoring"": 1}]","[3, 2, 1, 2, 2, 2]",0.0,0.3997327822349967,0.7166666666666667,0.0610173991100366,0.03737639264272575,"{""COMPUTE"": 972, ""MEMORY"": 791, ""API_CREDITS"": 465, ""DATASET"": 152}","{""COMPUTE"": 512, ""MEMORY"": 416, ""API_CREDITS"": 245, ""DATASET"": 80}","{""COMPUTE"": 1.8984375, ""MEMORY"": 1.9014423076923077, ""API_CREDITS"": 1.8979591836734695, ""DATASET"": 1.9}",4,[],"{""COMPUTE"": 0.01171875, ""MEMORY"": 0.014423076923076924, ""API_CREDITS"": 0.024489795918367346, ""DATASET"": 0.0625}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,362695972,c82c26631dfe1b96,a986e61e72f22bbc,"[[0.016660339682135875, 0.1469576074802534, 0.8138891919201123, 0.022492860917498615], [0.02816923925847587, 0.3870729427103, 9.30575199159742e-05, 0.5846647605113081], [0.6577630076697697, 0.2919531346344902, 0.0390616057222019, 0.011222251973538334], [0.042057700073364075, 0.18860351314028925, 0.00012401127083142748, 0.7692147755155153], [0.019317844559164663, 0.15923045235105165, 0.00026401780855633535, 0.8211876852812273], [0.0014857168601760569, 0.18476698162393623, 0.02492075153522999, 0.7888265499806577]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 3}, {""research"": 7, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}]","[2, 3, 2, 3, 2, 2]",0.0,0.38676457995725705,0.625,0.1329178145538503,0.09166013551477296,"{""COMPUTE"": 732, ""MEMORY"": 653, ""API_CREDITS"": 295, ""DATASET"": 264}","{""COMPUTE"": 563, ""MEMORY"": 502, ""API_CREDITS"": 227, ""DATASET"": 203}","{""COMPUTE"": 1.300177619893428, ""MEMORY"": 1.300796812749004, ""API_CREDITS"": 1.2995594713656389, ""DATASET"": 1.3004926108374384}",4,[],"{""COMPUTE"": 0.010657193605683837, ""MEMORY"": 0.01195219123505976, ""API_CREDITS"": 0.02643171806167401, ""DATASET"": 0.029556650246305417}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,362695972,c82c26631dfe1b96,e86855b28de5aefa,"[[0.016660339682135875, 0.1469576074802534, 0.8138891919201123, 0.022492860917498615], [0.02816923925847587, 0.3870729427103, 9.30575199159742e-05, 0.5846647605113081], [0.6577630076697697, 0.2919531346344902, 0.0390616057222019, 0.011222251973538334], [0.042057700073364075, 0.18860351314028925, 0.00012401127083142748, 0.7692147755155153], [0.019317844559164663, 0.15923045235105165, 0.00026401780855633535, 0.8211876852812273], [0.0014857168601760569, 0.18476698162393623, 0.02492075153522999, 0.7888265499806577]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 3}, {""research"": 7, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}]","[2, 3, 2, 3, 2, 2]",0.0,0.38676457995725705,0.625,0.1329178145538503,0.09166013551477296,"{""COMPUTE"": 732, ""MEMORY"": 653, ""API_CREDITS"": 295, ""DATASET"": 264}","{""COMPUTE"": 385, ""MEMORY"": 344, ""API_CREDITS"": 155, ""DATASET"": 139}","{""COMPUTE"": 1.9012987012987013, ""MEMORY"": 1.8982558139534884, ""API_CREDITS"": 1.903225806451613, ""DATASET"": 1.8992805755395683}",4,[],"{""COMPUTE"": 0.015584415584415584, ""MEMORY"": 0.01744186046511628, ""API_CREDITS"": 0.03870967741935484, ""DATASET"": 0.04316546762589928}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,374888758,aacbe1f978040309,f7363b11484979d5,"[[0.11750194231176023, 0.10869809914171981, 0.005282605293538428, 0.7685173532529815], [0.5735053572132752, 0.019634227584818937, 0.006160753336816323, 0.4006996618650895], [0.8890089751042064, 0.0026395663745535816, 0.10831911640764465, 3.234211359543315e-05], [0.09519718300556655, 0.015173381020059041, 0.422623477090489, 0.4670059588838854], [0.05272903837406752, 0.16107274585684908, 0.06915271689041971, 0.7170454988786638], [0.07814231504772937, 0.0001848858635811824, 0.9190895609844886, 0.0025832381042007976]]","[{""research"": 3, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 5}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 7, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 4}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 4}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}]","[2, 2, 2, 3, 3, 2]",0.0,0.4720099281868686,0.6,0.07740902004966141,0.049775250153958804,"{""COMPUTE"": 908, ""MEMORY"": 786, ""API_CREDITS"": 386, ""DATASET"": 272}","{""COMPUTE"": 698, ""MEMORY"": 605, ""API_CREDITS"": 297, ""DATASET"": 209}","{""COMPUTE"": 1.3008595988538683, ""MEMORY"": 1.2991735537190083, ""API_CREDITS"": 1.2996632996632997, ""DATASET"": 1.3014354066985645}",4,[],"{""COMPUTE"": 0.008595988538681949, ""MEMORY"": 0.009917355371900827, ""API_CREDITS"": 0.020202020202020204, ""DATASET"": 0.028708133971291867}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,374888758,aacbe1f978040309,4275ef7bb6595e7b,"[[0.11750194231176023, 0.10869809914171981, 0.005282605293538428, 0.7685173532529815], [0.5735053572132752, 0.019634227584818937, 0.006160753336816323, 0.4006996618650895], [0.8890089751042064, 0.0026395663745535816, 0.10831911640764465, 3.234211359543315e-05], [0.09519718300556655, 0.015173381020059041, 0.422623477090489, 0.4670059588838854], [0.05272903837406752, 0.16107274585684908, 0.06915271689041971, 0.7170454988786638], [0.07814231504772937, 0.0001848858635811824, 0.9190895609844886, 0.0025832381042007976]]","[{""research"": 3, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 5}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 7, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 4}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 4}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}]","[2, 2, 2, 3, 3, 2]",0.0,0.4720099281868686,0.6,0.07740902004966141,0.049775250153958804,"{""COMPUTE"": 908, ""MEMORY"": 786, ""API_CREDITS"": 386, ""DATASET"": 272}","{""COMPUTE"": 478, ""MEMORY"": 414, ""API_CREDITS"": 203, ""DATASET"": 143}","{""COMPUTE"": 1.899581589958159, ""MEMORY"": 1.8985507246376812, ""API_CREDITS"": 1.9014778325123152, ""DATASET"": 1.902097902097902}",4,[],"{""COMPUTE"": 0.012552301255230125, ""MEMORY"": 0.014492753623188406, ""API_CREDITS"": 0.029556650246305417, ""DATASET"": 0.04195804195804196}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,2498936844,bb3f267f779b121b,91708b1ecdbd06f3,"[[0.2748897914202414, 0.632832027574613, 1.2980934667042096e-05, 0.09226520007047866], [0.011365761690318716, 0.04606562284806011, 0.7886707614406188, 0.15389785402100248], [0.7100091981169699, 0.18536250089220102, 0.10311171635680089, 0.001516584634028205], [0.8777639122726117, 0.06174303986880383, 0.00010343690909899087, 0.06038961094948546], [0.000157799806805733, 0.5104319964494292, 0.293768025651381, 0.19564217809238404], [0.022013693072538996, 0.9662183804996309, 0.005921156582007095, 0.005846769845823228]]","[{""research"": 1, ""code_review"": 7, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 6, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 6, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[2, 2, 3, 3, 3, 1]",0.0,0.4485864899005468,0.675,0.04703463360930244,0.029873742918001378,"{""COMPUTE"": 878, ""MEMORY"": 716, ""API_CREDITS"": 432, ""DATASET"": 128}","{""COMPUTE"": 675, ""MEMORY"": 551, ""API_CREDITS"": 332, ""DATASET"": 98}","{""COMPUTE"": 1.3007407407407408, ""MEMORY"": 1.2994555353901995, ""API_CREDITS"": 1.3012048192771084, ""DATASET"": 1.3061224489795917}",4,[],"{""COMPUTE"": 0.008888888888888889, ""MEMORY"": 0.010889292196007259, ""API_CREDITS"": 0.018072289156626505, ""DATASET"": 0.05102040816326531}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,2498936844,bb3f267f779b121b,efe019200523e98f,"[[0.2748897914202414, 0.632832027574613, 1.2980934667042096e-05, 0.09226520007047866], [0.011365761690318716, 0.04606562284806011, 0.7886707614406188, 0.15389785402100248], [0.7100091981169699, 0.18536250089220102, 0.10311171635680089, 0.001516584634028205], [0.8777639122726117, 0.06174303986880383, 0.00010343690909899087, 0.06038961094948546], [0.000157799806805733, 0.5104319964494292, 0.293768025651381, 0.19564217809238404], [0.022013693072538996, 0.9662183804996309, 0.005921156582007095, 0.005846769845823228]]","[{""research"": 1, ""code_review"": 7, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 6, ""monitoring"": 2}, {""research"": 4, ""code_review"": 1, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 6, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[2, 2, 3, 3, 3, 1]",0.0,0.4485864899005468,0.675,0.04703463360930244,0.029873742918001378,"{""COMPUTE"": 878, ""MEMORY"": 716, ""API_CREDITS"": 432, ""DATASET"": 128}","{""COMPUTE"": 462, ""MEMORY"": 377, ""API_CREDITS"": 227, ""DATASET"": 67}","{""COMPUTE"": 1.9004329004329004, ""MEMORY"": 1.8992042440318302, ""API_CREDITS"": 1.9030837004405285, ""DATASET"": 1.9104477611940298}",4,[],"{""COMPUTE"": 0.012987012987012988, ""MEMORY"": 0.015915119363395226, ""API_CREDITS"": 0.02643171806167401, ""DATASET"": 0.07462686567164178}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,2967285658,54a2ca00d1d977ef,5f599ad1038b84b3,"[[0.8148909156944952, 0.1664220913839954, 0.0013750150866802097, 0.017311977834829087], [0.8175277255049148, 0.09238589882373673, 0.06275921984766357, 0.027327155823684904], [0.18197433632723886, 0.44975319232102984, 0.3404109532202927, 0.02786151813143864], [0.03831842250281669, 0.21762611577583502, 0.7394444687352938, 0.00461099298605433], [0.06449840247244297, 0.37172040021864794, 0.0032438074641121806, 0.5605373898447971], [0.719966548832008, 0.004423767207875847, 0.18776187862301055, 0.08784780533710565]]","[{""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 5, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 6, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 1}]","[2, 1, 3, 2, 2, 3]",0.0,0.4401186878973497,0.65,0.08933717577704411,0.05416768852073553,"{""COMPUTE"": 1114, ""MEMORY"": 928, ""API_CREDITS"": 532, ""DATASET"": 224}","{""COMPUTE"": 857, ""MEMORY"": 714, ""API_CREDITS"": 409, ""DATASET"": 172}","{""COMPUTE"": 1.2998833138856476, ""MEMORY"": 1.2997198879551821, ""API_CREDITS"": 1.3007334963325183, ""DATASET"": 1.302325581395349}",4,[],"{""COMPUTE"": 0.007001166861143524, ""MEMORY"": 0.008403361344537815, ""API_CREDITS"": 0.014669926650366748, ""DATASET"": 0.029069767441860465}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,2967285658,54a2ca00d1d977ef,79c3e0053dc55ce9,"[[0.8148909156944952, 0.1664220913839954, 0.0013750150866802097, 0.017311977834829087], [0.8175277255049148, 0.09238589882373673, 0.06275921984766357, 0.027327155823684904], [0.18197433632723886, 0.44975319232102984, 0.3404109532202927, 0.02786151813143864], [0.03831842250281669, 0.21762611577583502, 0.7394444687352938, 0.00461099298605433], [0.06449840247244297, 0.37172040021864794, 0.0032438074641121806, 0.5605373898447971], [0.719966548832008, 0.004423767207875847, 0.18776187862301055, 0.08784780533710565]]","[{""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 5, ""code_review"": 1, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 6, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 1}]","[2, 1, 3, 2, 2, 3]",0.0,0.4401186878973497,0.65,0.08933717577704411,0.05416768852073553,"{""COMPUTE"": 1114, ""MEMORY"": 928, ""API_CREDITS"": 532, ""DATASET"": 224}","{""COMPUTE"": 586, ""MEMORY"": 488, ""API_CREDITS"": 280, ""DATASET"": 118}","{""COMPUTE"": 1.901023890784983, ""MEMORY"": 1.901639344262295, ""API_CREDITS"": 1.9, ""DATASET"": 1.8983050847457628}",4,[],"{""COMPUTE"": 0.010238907849829351, ""MEMORY"": 0.012295081967213115, ""API_CREDITS"": 0.02142857142857143, ""DATASET"": 0.0423728813559322}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,588501445,1d99fd1698a1f007,edd6be5132fc45b4,"[[0.9527744043735006, 0.046280637515074205, 0.00010672146096861041, 0.000838236650456396], [0.5411472935987759, 0.01984831866944028, 0.25301145415180737, 0.18599293357997632], [0.003549102527687431, 0.425445830816053, 0.5646677804476337, 0.006337286208626067], [0.20543262580671612, 0.352375119924846, 0.3630222803786607, 0.07916997388977742], [0.05517764430027881, 0.9156677727822836, 0.01330906139265856, 0.01584552152477905], [0.3501771279792814, 0.0002314340894814285, 0.33868748947541133, 0.31090394845582586]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 1}]","[1, 3, 2, 3, 1, 3]",0.0,0.43370283357708045,0.6333333333333333,0.04959017674534914,0.031952019961232266,"{""COMPUTE"": 1052, ""MEMORY"": 850, ""API_CREDITS"": 518, ""DATASET"": 144}","{""COMPUTE"": 809, ""MEMORY"": 654, ""API_CREDITS"": 398, ""DATASET"": 111}","{""COMPUTE"": 1.3003708281829418, ""MEMORY"": 1.2996941896024465, ""API_CREDITS"": 1.3015075376884422, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.007416563658838072, ""MEMORY"": 0.009174311926605505, ""API_CREDITS"": 0.01507537688442211, ""DATASET"": 0.036036036036036036}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,588501445,1d99fd1698a1f007,a57a413144a4ed3c,"[[0.9527744043735006, 0.046280637515074205, 0.00010672146096861041, 0.000838236650456396], [0.5411472935987759, 0.01984831866944028, 0.25301145415180737, 0.18599293357997632], [0.003549102527687431, 0.425445830816053, 0.5646677804476337, 0.006337286208626067], [0.20543262580671612, 0.352375119924846, 0.3630222803786607, 0.07916997388977742], [0.05517764430027881, 0.9156677727822836, 0.01330906139265856, 0.01584552152477905], [0.3501771279792814, 0.0002314340894814285, 0.33868748947541133, 0.31090394845582586]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 1}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 1}]","[1, 3, 2, 3, 1, 3]",0.0,0.43370283357708045,0.6333333333333333,0.04959017674534914,0.031952019961232266,"{""COMPUTE"": 1052, ""MEMORY"": 850, ""API_CREDITS"": 518, ""DATASET"": 144}","{""COMPUTE"": 554, ""MEMORY"": 447, ""API_CREDITS"": 273, ""DATASET"": 76}","{""COMPUTE"": 1.8989169675090252, ""MEMORY"": 1.9015659955257271, ""API_CREDITS"": 1.8974358974358974, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.010830324909747292, ""MEMORY"": 0.013422818791946308, ""API_CREDITS"": 0.02197802197802198, ""DATASET"": 0.05263157894736842}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,240446639,618ee5b9e5666a17,ab4f805f63afaba6,"[[0.8234732861238289, 0.13614896776316365, 0.03950507014896443, 0.0008726759640429485], [0.006892525266834067, 0.006211686638669471, 0.9868955382506451, 2.498438514399634e-07], [0.005474995998107664, 0.10959257207546008, 0.7618459949746738, 0.12308643695175857], [0.06473757405505791, 2.2159795056199126e-06, 0.9342030761685015, 0.001057133796934995], [0.43550472609180313, 8.108416301127501e-06, 0.34838532631228314, 0.2161018391796127], [0.15489459601221564, 0.006698028843983846, 0.1994545798821989, 0.6389527952616015]]","[{""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 4}]","[2, 1, 2, 1, 3, 3]",0.0,0.37483320384371344,0.575,0.06578392364629065,0.04856463378668056,"{""COMPUTE"": 1032, ""MEMORY"": 811, ""API_CREDITS"": 473, ""DATASET"": 120}","{""COMPUTE"": 794, ""MEMORY"": 624, ""API_CREDITS"": 364, ""DATASET"": 92}","{""COMPUTE"": 1.2997481108312343, ""MEMORY"": 1.2996794871794872, ""API_CREDITS"": 1.2994505494505495, ""DATASET"": 1.3043478260869565}",4,[],"{""COMPUTE"": 0.007556675062972292, ""MEMORY"": 0.009615384615384616, ""API_CREDITS"": 0.016483516483516484, ""DATASET"": 0.03260869565217391}",exact_pending_queue,0,
dirichlet_0.3__high,dirichlet_0.3,dirichlet,0.3,unit,high,1.9,240446639,618ee5b9e5666a17,3741bc15883e4cf7,"[[0.8234732861238289, 0.13614896776316365, 0.03950507014896443, 0.0008726759640429485], [0.006892525266834067, 0.006211686638669471, 0.9868955382506451, 2.498438514399634e-07], [0.005474995998107664, 0.10959257207546008, 0.7618459949746738, 0.12308643695175857], [0.06473757405505791, 2.2159795056199126e-06, 0.9342030761685015, 0.001057133796934995], [0.43550472609180313, 8.108416301127501e-06, 0.34838532631228314, 0.2161018391796127], [0.15489459601221564, 0.006698028843983846, 0.1994545798821989, 0.6389527952616015]]","[{""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 4}]","[2, 1, 2, 1, 3, 3]",0.0,0.37483320384371344,0.575,0.06578392364629065,0.04856463378668056,"{""COMPUTE"": 1032, ""MEMORY"": 811, ""API_CREDITS"": 473, ""DATASET"": 120}","{""COMPUTE"": 543, ""MEMORY"": 427, ""API_CREDITS"": 249, ""DATASET"": 63}","{""COMPUTE"": 1.9005524861878453, ""MEMORY"": 1.899297423887588, ""API_CREDITS"": 1.8995983935742973, ""DATASET"": 1.9047619047619047}",4,[],"{""COMPUTE"": 0.011049723756906077, ""MEMORY"": 0.01405152224824356, ""API_CREDITS"": 0.024096385542168676, ""DATASET"": 0.047619047619047616}",exact_pending_queue,0,
dirichlet_0.3__moderate,dirichlet_0.3,dirichlet,0.3,unit,moderate,1.3,156755967,4a1b30be08635c6b,02af23c34a91e69b,"[[0.1866627726591487, 0.05779768381003964, 0.5825183156058454, 0.17302122792496613], [0.509241440706689, 0.40203721610948934, 0.043840198104075134, 0.04488114507974675], [0.0011211466090305308, 0.9488489217837148, 0.000720961135567501, 0.04930897047168729], [0.010462462956974717, 0.11614472237987612, 0.7633988130761262, 0.10999400158702284], [0.37350753709665, 0.014753420368773121, 0.004883884589686429, 0.6068551579448903], [0.00012473556614870084, 0.009753352518566474, 0.9758714825098787, 0.014250429405406164]]","[{""research"": 2, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 1}, {""research"": 4, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}]","[3, 2, 1, 2, 2, 1]",0.0,0.304469792362844,0.75,0.0904520689956551,0.055874205180991156,"{""COMPUTE"": 898, ""MEMORY"": 719, ""API_CREDITS"": 421, ""DATASET"": 120}","{""COMPUTE"": 691, ""MEMORY"": 553, ""API_CREDITS"": 324, ""DATASET"": 92}","{""COMPUTE"": 1.2995658465991318, ""MEMORY"": 1.3001808318264014, ""API_CREDITS"": 1.2993827160493827, ""DATASET"": 1.3043478260869565}",4,[],"{""COMPUTE"": 0.008683068017366137, ""MEMORY"": 0.0108499095840868, ""API_CREDITS"": 0.018518518518518517, ""DATASET"": 0.03260869565217391}",exact_pending_queue,0,
